Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Thermosensibilité (MWh/degré-jour);Part Thermosensible;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Commune;Libellé Commune;Code EPCI;Libellé EPCI;Code Département;Libellé Département;Code Région;Libellé Région;id_filiere;Consommation totale (MWh);Code_postal
GRDF;2018;Gaz;652.71018;1;0;1.0;123.1991;1;0;0.0;1281.23699;13;0;0.0769;9826.25928;1050;0;0.00627;0.0;0.0;0.0;0;0;0.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11883.40555;35310
GRDF;2018;Gaz;0.0;0;0;0.0;107.7515;1;0;0.0;816.62353;8;0;0.125;3892.59843;409;0;0.0132;0.0;0.0;0.0;0;0;0.0;35088;Corps-Nuds;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;4816.97346;35150
GRDF;2018;Gaz;4128.05174;2;0;1.0;1279.49561;6;0;0.167;10114.78474;57;1;0.284;29178.37127;2353;1;0.00188;0.0;0.0;0.0;0;0;0.0;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;44700.70336;35740
GRDF;2018;Gaz;0.0;0;0;0.0;9587.92335;12;0;0.417;13825.12848;73;0;0.129;24929.72299;2381;0;0.0181;0.0;0.0;3.90483;1;0;0.0;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;48346.67964999999;35650/35650
Enedis;2020;Electricité;591.57256876;20;0;0.653;10882.30466651;28;0;0.774;3842.33773177;193;0;0.802;13431.82126;2192;0;0.767;2.557535243;22.2;0.0;0;1;0.0;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;28748.03622704;35890
Enedis;2020;Electricité;1598.6876951;41;0;0.781;251.4094288;19;0;0.222;2733.48389514;150;0;0.748;9856.452133;1697;0;0.732;1.731853587;20.4;0.0;0;1;0.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14440.033152040001;35850
Enedis;2020;Electricité;61.00373983;3;0;0.881;7126.426231255;104;0;0.691;44101.763366135;1010;1;0.723;18501.126072;6613;1;0.765;2.187501959;13.8;55.78017201;6;3;0.885;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;69846.09958123;35136
GRDF;2017;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;5017.0;462;0;0.0;1.921;0.8;0.0;0;0;0.0;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5017.0;35230
Enedis;2018;Electricité;797.505079486519;33;0;0.72;8556.1321311664;32;0;0.793;3458.01350255854;238;0;0.776;14156.849321464;2943;0;0.824;2.5513564497285;25.3;735.230338015269;58;0;0.65;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;27703.73037269073;35690
Enedis;2018;Electricité;285.455973695199;12;0;0.921;6681.22837030533;31;0;0.757;2167.13147515518;115;0;0.826;8179.22873518682;1791;0;0.803;1.21596626440756;20.8;306.628734170034;49;0;0.771;35032;Bourgbarré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;17619.673288512564;35230
Enedis;2018;Electricité;784.597081828526;31;1;0.687;22031.5090358395;124;5;0.822;119667.59361155;1513;0;0.789;42757.3824479788;8413;0;0.833;7.08401123174025;23.2;3710.12257112826;297;2;0.764;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;188951.20474832508;35510
Enedis;2018;Electricité;832.594191986507;22;0;0.747;2652.27181333843;36;0;0.891;5635.24666738424;182;0;0.844;10282.8949300126;2204;0;0.825;1.71510846003548;23.4;646.44910772377;76;0;0.797;35275;Saint-Gilles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;20049.456710445545;35590
GRT Gaz;2014;Gaz;0.0;0;0;0.0;166908.4;2;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;166908.4;35131
GRDF;2014;Gaz;3808.0;2;0;1.0;1128.0;1;0;1.0;4861.0;8;0;1.0;31149.0;2239;0;0.0164;0.0;0.0;0.0;0;0;0.0;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;40946.0;35740
Enedis;2012;Electricité;306.49;3;0;0.917;108.85;1;0;0.906;1779.31;11;0;0.958;14386.33;2237;0;0.36;0.0;0.0;0.0;0;0;0.0;35120;Gévezé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;16580.98;35850
Enedis;2012;Electricité;0.0;0;0;0.0;7400.16;29;0;0.946;24626.98;99;0;0.956;25125.89;6466;0;0.4;0.0;0.0;40.63;1;0;0.781;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;57193.659999999996;35136
Enedis;2013;Electricité;1182.97;4;0;0.911;0.0;0;0;0.0;19.63;1;0;0.868;3199.57;317;0;0.404;0.0;0.0;0.0;0;0;0.0;35180;Miniac-sous-Bécherel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4402.17;35190
Enedis;2013;Electricité;530.04;4;0;0.946;1994.59;16;0;0.899;11235.65;34;0;0.953;20164.34;3394;0;0.404;0.0;0.0;0.0;0;0;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;33924.619999999995;35230/35230
Enedis;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;288.93;2;0;0.869;4885.44;560;0;0.401;0.0;0.0;0.0;0;0;0.0;35315;Saint-Sulpice-la-Forêt;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5174.37;35250
Enedis;2011;Electricité;0.0;0;0;0.0;19079.7;10;0;0.997;3220.52;20;0;0.936;9039.58;1830;0;0.326;0.0;0.0;0.0;0;0;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;31339.800000000003;35590
Enedis;2011;Electricité;536.27;4;0;0.911;5180.9;13;0;0.959;5733.64;32;0;0.939;17825.26;3213;0;0.341;0.0;0.0;0.0;0;0;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;29276.07;35230/35230
Enedis;2011;Electricité;0.0;0;0;0.0;235.43;4;0;0.883;950.49;6;0;0.901;8046.76;1664;0;0.315;0.0;0.0;0.0;0;0;0.0;35363;Pont-Péan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;9232.68;35131
GRDF;2016;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;375.0;1;0;1.0;4175.0;354;0;0.0;0.0;0.0;0.0;0;0;0.0;35088;Corps-Nuds;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;4550.0;35150
GRDF;2012;Gaz;0.0;0;0;0.0;2555.0;2;0;1.0;11427.0;14;0;1.0;43937.0;3074;0;0.0357;0.0;0.0;0.0;0;0;0.0;35055;Chantepie;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;57919.0;35135
GRDF;2012;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;4595.0;321;0;0.0;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;4595.0;35250
GRDF;2012;Gaz;0.0;0;0;0.0;1394.0;1;0;1.0;0.0;0;0;0.0;9329.0;729;0;0.03;0.0;0.0;0.0;0;0;0.0;35120;Gévezé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;10723.0;35850
GRDF;2012;Gaz;0.0;0;0;0.0;55182.0;2;0;1.0;179.0;1;0;1.0;13494.0;895;0;0.03;0.0;0.0;0.0;0;0;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;68855.0;35590
GRDF;2012;Gaz;660.0;1;0;1.0;103782.0;17;0;1.0;614983.0;270;0;1.0;714765.0;63552;2;0.139;0.0;0.0;10406.0;15;2;1.0;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;1444596.0;35700/35200/35000
GRDF;2017;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2867.0;318;0;0.0;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2867.0;35590
GRDF;2017;Gaz;0.0;0;0;0.0;264.0;1;0;1.0;1968.0;2;0;1.0;11465.0;1054;0;0.04;2.996;0.79;0.0;0;0;0.0;35275;Saint-Gilles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;13697.0;35590
GRDF;2017;Gaz;1018.0;1;0;1.0;3051.0;1;0;1.0;5015.0;2;0;1.0;15395.0;1072;0;0.04;6.522;0.79;0.0;0;0;0.0;35353;Vezin-le-Coquet;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;24479.0;35132
Enedis;2015;Electricité;0.0;0;0;0.0;8108.2;15;0;0.969;1302.55;13;0;0.897;17687.09;3045;1;0.385;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;27097.84;35690
Enedis;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3257.26;401;0;0.317;0.0;0.0;0.0;0;0;0.0;35144;Langan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;3257.26;35850
RTE;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;45493.51;1;0;1.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;45493.51;35510
Enedis;2020;Electricité;709.6231113;28;1;0.554;22328.292926018;169;4;0.754;111170.87802407;1967;1;0.787;41951.9340314;8718;1;0.804;6.797148472;18.9;179.457352353;16;6;0.75;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;176340.18544514102;35510
Enedis;2020;Electricité;353.4201521;7;0;0.886;40907.86227364;29;0;0.736;2987.21596776;217;0;0.758;9797.126321;1968;0;0.779;1.579394584;18.8;0.0;0;1;0.0;35059;La Chapelle-des-Fougeretz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;54045.624714499994;35520
Enedis;2020;Electricité;59.01481216;2;2;0.403;2034.12611535;26;1;0.644;11207.871583611;498;0;0.775;14928.3416498;4249;0;0.756;2.099307141;16.4;0.0;0;3;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;28229.354160921;35131
Enedis;2020;Electricité;532.4415464;13;0;0.75;10463.29313221;77;0;0.662;53200.66837701;1068;1;0.724;21067.479569;4525;1;0.783;2.938549442;16.2;93.03181941;8;3;0.216;35278;Saint-Grégoire;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;85356.91444403;35760
GRDF;2012;Gaz;0.0;0;0;0.0;1053.0;1;0;1.0;3021.0;10;0;1.0;27972.0;2043;0;0.0195;0.0;0.0;1002.0;3;0;1.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;33048.0;35131
GRDF;2012;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;1489.0;1;0;1.0;3885.0;318;0;0.0;0.0;0.0;0.0;0;0;0.0;35088;Corps-Nuds;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5374.0;35150
GRDF;2012;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2987.0;255;0;0.0;0.0;0.0;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2987.0;35850
GRDF;2012;Gaz;827.0;1;0;1.0;2737.0;1;0;1.0;5880.0;2;0;1.0;15751.0;937;0;0.02;0.0;0.0;0.0;0;0;0.0;35353;Vezin-le-Coquet;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;25195.0;35132
Enedis;2013;Electricité;131.24;1;0;1.0;13000.72;23;0;0.963;13770.05;64;0;0.916;22857.88;3768;0;0.417;0.0;0.0;77.78;1;0;0.422;35352;Vern-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;49837.67;35770
Enedis;2013;Electricité;451.42;2;0;0.913;687.55;5;0;0.975;594.49;6;0;0.909;10165.42;1705;0;0.397;0.0;0.0;0.0;0;0;0.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;11898.880000000001;35310
Enedis;2013;Electricité;0.0;0;0;0.0;92.76;1;0;0.907;135.03;2;0;0.888;6069.99;911;0;0.315;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6297.78;35250
GRDF;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;2015.0;1;0;1.0;8126.0;599;0;0.0;0.0;0.0;0.0;0;0;0.0;35189;Montgermont;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;10141.0;35760
GRDF;2011;Gaz;543.0;1;0;1.0;2850.0;1;0;1.0;5337.0;2;0;1.0;14681.0;935;0;0.1;0.0;0.0;0.0;0;0;0.0;35353;Vezin-le-Coquet;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;23411.0;35132
Enedis;2015;Electricité;338.76;2;0;0.96;21740.39;45;0;0.952;114516.33;278;0;0.971;61697.87;9593;0;0.467;0.0;0.0;2.36;1;0;0.14;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;198295.71;35510
Enedis;2015;Electricité;455.44;2;0;0.948;611.64;4;0;0.975;558.38;6;0;0.932;9667.94;1842;0;0.391;0.0;0.0;0.0;0;0;0.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;11293.400000000001;35310
Enedis;2015;Electricité;0.0;0;0;0.0;114.11;2;0;0.975;139.3;2;0;0.933;6081.96;956;0;0.343;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6335.37;35250
Enedis;2015;Electricité;550.2;3;0;0.975;2019.45;14;0;0.856;10600.14;35;0;0.961;18630.47;3472;0;0.4;0.0;0.0;0.0;0;0;0.0;35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;31800.260000000002;35230/35230
Enedis;2015;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;260.08;3;0;0.923;4445.61;571;0;0.398;0.0;0.0;0.0;0;0;0.0;35315;Saint-Sulpice-la-Forêt;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4705.69;35250
Enedis;2012;Electricité;0.0;0;0;0.0;1131.72;11;0;0.924;5741.59;35;0;0.931;19501.12;3942;0;0.368;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;26374.43;35131
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;250.86;1;0;0.869;5959.52;868;0;0.465;0.0;0.0;0.0;0;0;0.0;35080;Cintré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6210.38;35310
Enedis;2012;Electricité;818.76;2;0;0.942;43607.31;145;0;0.936;425566.55;1206;0;0.955;463250.02;134281;0;0.402;0.0;0.0;977.6;34;0;0.708;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;934220.24;35700/35200/35000
GRDF;2018;Gaz;0.0;0;1;0.0;75.55117;1;2;0.0;6064.56902;59;0;0.132;26763.64844;2417;1;0.0675;0.0;0.0;31.35237;1;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;32935.121;35131
GRDF;2018;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;54.59292;2;0;0.0;975.72749;106;0;0.0051;0.0;0.0;0.0;0;0;0.0;35081;Clayes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;1030.32041;35590
GRDF;2018;Gaz;0.0;0;0;0.0;821.317;1;0;1.0;1406.12154;20;0;0.0;9439.97546;947;0;0.0178;0.0;0.0;5.84564;2;0;0.0;35120;Gévezé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11673.25964;35850
GRDF;2015;Gaz;0.0;0;0;0.0;817.0;2;0;1.0;16128.0;18;0;1.0;56460.0;4540;0;0.00718;0.0;0.0;0.0;0;0;0.0;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;73405.0;35170/35170
Enedis;2016;Electricité;0.0;0;0;0.0;1794.56;14;0;0.921;7092.99;38;0;0.952;19304.5;4131;1;0.54;0.0;0.0;4.82;1;0;0.682;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;28196.87;35131
Enedis;2016;Electricité;240.09;1;0;0.911;792.92;5;0;0.991;1179.6;12;0;0.925;10466.95;1474;0;0.354;0.0;0.0;0.0;0;0;0.0;35088;Corps-Nuds;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;12679.560000000001;35150
Enedis;2016;Electricité;0.0;0;0;0.0;30373.29;11;0;0.998;3381.5;22;0;0.969;10056.24;2154;0;0.414;0.0;0.0;0.0;0;0;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;43811.03;35590
Enedis;2016;Electricité;334.66;2;0;0.945;7150.01;3;0;0.962;9970.49;32;0;0.966;23015.08;3981;0;0.46;0.0;0.0;0.0;0;0;0.0;35196;Mordelles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;40470.240000000005;35310
RTE;2015;Electricité;0.0;0;0;0.0;49988.66;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;49988.66;35131
GRDF;2014;Gaz;0.0;0;0;0.0;63831.0;2;0;1.0;127.0;1;0;1.0;12542.0;1015;0;0.03;0.0;0.0;0.0;0;0;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;76500.0;35590
GRDF;2014;Gaz;4780.0;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;3811.0;310;0;0.0;0.0;0.0;0.0;0;0;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;8591.0;35410
GRDF;2014;Gaz;0.0;0;0;0.0;1559.0;2;0;1.0;1674.0;4;0;1.0;6856.0;622;0;0.0;0.0;0.0;0.0;0;0;0.0;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;10089.0;35230
Enedis;2017;Electricité;255.02;2;0;0.923;45.76;1;0;0.921;60.48;1;0;0.929;4086.11;517;0;0.733;0.94;0.32;0.0;0;0;0.0;35058;La Chapelle-Chaussée;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4447.37;35630
Enedis;2017;Electricité;162.97;1;0;0.903;39564.77;9;0;0.999;2069.13;15;0;0.951;12388.45;2188;0;0.377;2.549;0.29;0.0;0;0;0.0;35059;La Chapelle-des-Fougeretz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;54185.31999999999;35520
Enedis;2017;Electricité;0.0;0;0;0.0;1113.55;6;0;0.918;1028.62;9;0;0.915;12668.45;2260;0;0.702;2.639;0.29;0.0;0;0;0.0;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14810.62;35230
Enedis;2018;Electricité;0.0;0;0;0.0;5066.98751354807;8;0;0.651;1177.59493366982;54;0;0.715;2274.59346795896;371;0;0.595;0.0;0.0;68.5883254342043;11;0;0.578;35022;Bécherel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;8587.764240611054;35190
Enedis;2018;Electricité;636.670798795904;9;0;0.642;1019.17180248598;28;0;0.521;1758.04600666661;128;0;0.473;8443.00848835533;1866;0;0.436;1.8673177653718;31.0;267.117631828331;46;0;0.515;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;12124.014728132155;35310
Enedis;2018;Electricité;318.844064307199;7;0;0.863;665.084437723746;10;0;0.669;348.109044544231;42;0;0.91;3430.01069024317;658;0;0.716;0.530075277487591;21.7;153.635429346992;13;0;0.7;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4915.683666165338;35850
Enedis;2018;Electricité;291.273404768505;12;0;0.466;5139.5236934826;56;2;0.587;26368.2389084413;511;1;0.58;15861.2181510198;3908;1;0.423;3.48350148257228;30.8;666.517416069909;124;1;0.48;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;48326.77157378211;35650/35650
Enedis;2018;Electricité;78.1587704451591;6;0;0.603;966.288663965094;32;0;0.565;10113.3534465695;219;0;0.656;9196.06919267781;2389;0;0.523;1.99505430581598;30.4;601.480339541277;64;0;0.498;35353;Vezin-le-Coquet;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;20955.35041319884;35132
GRDF;2019;Gaz;3698.10833;2;0;1.0;1388.48172;6;0;0.167;10429.47897;58;0;0.295;28933.98873;2393;0;0.0144;0.0;0.0;0.0;0;0;0.0;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;44450.05775;35740
RTE;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;33829.088;1;0;1.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;33829.088;35510
GRDF;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;1135.42871;127;0;0.138;0.0;0.0;0.0;0;0;0.0;35081;Clayes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;1135.42871;35590
GRDF;2013;Gaz;0.0;0;0;0.0;401.0;0;0;0.0;3065.0;9;0;1.0;28902.0;2028;0;0.0195;0.0;0.0;1080.0;3;0;1.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;33448.0;35131
GRDF;2013;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;295.0;1;0;1.0;4545.0;328;0;0.0;0.0;0.0;0.0;0;0;0.0;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;4840.0;35230
GRDF;2013;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;1983.0;2;0;1.0;11713.0;764;0;0.07;0.0;0.0;0.0;0;0;0.0;35275;Saint-Gilles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;13696.0;35590
Enedis;2014;Electricité;0.0;0;0;0.0;290.35;5;0;0.897;3557.98;24;0;0.936;10537.03;1712;0;0.342;0.0;0.0;51.94;1;0;0.857;35189;Montgermont;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14437.300000000001;35760
GRDF;2011;Gaz;201.0;1;0;0.32;92996.0;17;0;1.0;563371.0;267;0;0.993;616728.0;63508;3;0.135;0.0;0.0;8225.0;14;4;1.0;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;1281521.0;35700/35200/35000
Enedis;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;233.46;1;0;0.829;5382.62;837;0;0.412;0.0;0.0;0.0;0;0;0.0;35080;Cintré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5616.08;35310
Enedis;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;13.81;1;0;0.877;1815.13;268;0;0.234;0.0;0.0;0.0;0;0;0.0;35081;Clayes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;1828.94;35590
Enedis;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3150.27;387;0;0.264;0.0;0.0;0.0;0;0;0.0;35144;Langan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;3150.27;35850
Enedis;2019;Electricité;112.134218765524;5;1;0.804;2044.15334160947;15;2;0.885;11242.8565277631;420;0;0.843;14866.6690171391;4183;0;0.794;2.237809706;21.2;616.758723327493;88;1;0.74;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;28882.571828604687;35131
Enedis;2019;Electricité;1245.52812588491;37;0;0.699;8363.84708220597;22;0;0.74;14920.0069503469;341;0;0.733;16541.740067181;3633;1;0.648;4.332115616;36.9;998.662446611371;91;1;0.644;35196;Mordelles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;42069.78467223015;35310
Enedis;2019;Electricité;178.912622949223;7;0;0.69;179.824650335317;11;0;0.844;2431.10342276097;70;0;0.777;4344.26967876775;989;0;0.784;0.716819267;23.2;202.422548416952;17;0;0.778;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;7336.532923230211;35230
Enedis;2019;Electricité;474.908093742887;15;0;0.827;11511.8207202277;79;0;0.819;58461.6191344738;950;1;0.829;20902.0994616146;4529;1;0.817;3.069872614;20.7;1428.51387968988;145;0;0.655;35278;Saint-Grégoire;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;92778.96128974888;35760
GRDF;2014;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;2643.0;9;0;1.0;24713.0;2071;0;0.019;0.0;0.0;900.0;3;0;1.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;28256.0;35131
GRDF;2014;Gaz;0.0;0;0;0.0;11680.0;2;0;1.0;312.0;1;0;1.0;7057.0;611;0;0.0;0.0;0.0;0.0;0;0;0.0;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;19049.0;35890
